"go_id"	"go_name"	"link"	"count"	"observed"	"expected"	"R"	"pval"	"adjP"	"overlapGene"	"symbol"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"1512"	"PPIF"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"5366"	"BCAP31"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"5728"	"SERINC3"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"6789"	"FAF1"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"7042"	"CTSH"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"7529"	"WWOX"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"8655"	"PMAIP1"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"9026"	"IL20RA"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"9774"	"FBXW7"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"10105"	"PTEN"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"10134"	"STK4"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"10955"	"TGFB2"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"11124"	"YWHAB"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"51741"	"DYNLL1"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"53832"	"HIP1R"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"55294"	"TP53INP1"
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"http://amigo.geneontology.org/amigo/term/GO:2001235"	174	17	4.6555541887071	3.65155238472718	4.42631704800078e-06	0.0270856300287134	"94241"	"BCLAF1"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"111"	"CPLX1"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"2696"	"ADCY5"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"2740"	"SLC30A8"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"3172"	"SIRT4"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"3667"	"GIPR"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"3767"	"GLP1R"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"4160"	"HNF4A"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"4544"	"IRS1"
